user,total_articles_commented,bias_exposure_rate,n_biased_articles,n_non_biased_articles,bias_category,outlet_diversity
pirty,15,0.5333333333333333,8,7,mixed,11
chickenrun,10,0.3,3,7,low_bias,7
--110399--,17,0.35294117647058826,6,11,low_bias,14
--112819--,12,0.16666666666666666,2,10,low_bias,5
criptobug,15,0.8,12,3,high_bias,9
equisdx,254,0.5866141732283464,149,105,mixed,146
isso,10,0.6,6,4,mixed,9
marcbomber,76,0.5394736842105263,41,35,mixed,49
Fuso,19,0.631578947368421,12,7,high_bias,14
pedropac,16,0.75,12,4,high_bias,16
realcalabrio,14,0.6428571428571429,9,5,high_bias,12
--109067--,27,0.7407407407407407,20,7,high_bias,16
--56681--,24,0.75,18,6,high_bias,11
personare,31,0.5161290322580645,16,15,mixed,12
Irrelevanterrimo,87,0.4827586206896552,42,45,mixed,52
--70122--,16,0.0,0,16,low_bias,4
ap31r0n,54,0.6851851851851852,37,17,high_bias,17
--114164--,24,0.5416666666666666,13,11,mixed,12
--100544--,10,0.6,6,4,mixed,10
centauro94,15,0.5333333333333333,8,7,mixed,6
--116310--,102,0.5686274509803921,58,44,mixed,37
villarromero,13,0.6923076923076923,9,4,high_bias,11
zelda666es,19,0.47368421052631576,9,10,mixed,12
--114527--,14,0.5714285714285714,8,6,mixed,11
--114411--,21,0.6666666666666666,14,7,high_bias,15
--72305--,36,0.8611111111111112,31,5,very_high_bias,17
lordraiden,99,0.5959595959595959,59,40,mixed,44
HaCHa,188,0.5372340425531915,101,87,mixed,95
nO_nAMe-01,39,0.5384615384615384,21,18,mixed,22
ohyeah,52,0.5,26,26,mixed,35
hannibalito,12,0.4166666666666667,5,7,mixed,12
--113533--,11,0.6363636363636364,7,4,high_bias,9
crowhunter,23,0.6521739130434783,15,8,high_bias,15
lionweb,152,0.625,95,57,high_bias,51
Kpunto,21,0.7142857142857143,15,6,high_bias,18
brahmsiano,20,0.9,18,2,very_high_bias,11
--109724--,20,0.8,16,4,high_bias,13
--116953--,17,0.8235294117647058,14,3,very_high_bias,10
lieb,12,0.6666666666666666,8,4,high_bias,4
Oskys,20,0.5,10,10,mixed,15
--109791--,342,0.6257309941520468,214,128,high_bias,180
Bitterkaus,13,0.9230769230769231,12,1,very_high_bias,9
fabeirojorge,12,0.9166666666666666,11,1,very_high_bias,10
--114367--,10,0.3,3,7,low_bias,9
sotillo,721,0.6393897364771152,461,260,high_bias,230
--116840--,77,0.8831168831168831,68,9,very_high_bias,16
Seker,39,0.5897435897435898,23,16,mixed,30
Sordnay,45,0.6,27,18,mixed,32
zull,27,0.5555555555555556,15,12,mixed,25
cusifai,14,0.7857142857142857,11,3,high_bias,9
--115790--,166,0.7048192771084337,117,49,high_bias,91
Chazirí,28,0.7142857142857143,20,8,high_bias,22
--76779--,84,0.7023809523809523,59,25,high_bias,29
snosko,78,0.6794871794871795,53,25,high_bias,46
Tonyo,41,0.6585365853658537,27,14,high_bias,28
--109946--,19,0.8421052631578947,16,3,very_high_bias,13
prejudice,191,0.45549738219895286,87,104,mixed,121
HSC,10,0.3,3,7,low_bias,7
arvaro,31,0.6774193548387096,21,10,high_bias,24
Impasible,16,0.8125,13,3,very_high_bias,15
JuanBoscoHernandez,10,0.6,6,4,mixed,9
Brickdeleche,14,0.5714285714285714,8,6,mixed,12
entamoeba,31,0.7741935483870968,24,7,high_bias,26
buronix,10,0.3,3,7,low_bias,9
lu_driver,10,0.9,9,1,very_high_bias,9
ElTercioEspañol,361,0.6481994459833795,234,127,high_bias,167
Khumalo,17,0.6470588235294118,11,6,high_bias,17
servalred,11,0.6363636363636364,7,4,high_bias,10
DEICIDE,37,0.7567567567567568,28,9,high_bias,27
lacabezaenlasnubes,66,0.5303030303030303,35,31,mixed,31
--117748--,12,0.4166666666666667,5,7,mixed,4
--117850--,18,0.6111111111111112,11,7,high_bias,10
--115837--,14,0.5714285714285714,8,6,mixed,7
DirtyMac,183,0.6612021857923497,121,62,high_bias,105
--117952--,190,0.6,114,76,mixed,34
--111743--,48,0.4166666666666667,20,28,mixed,22
--117238--,17,0.5294117647058824,9,8,mixed,13
katatonia,15,0.4666666666666667,7,8,mixed,10
pakitov,18,0.7222222222222222,13,5,high_bias,16
--116755--,17,0.9411764705882353,16,1,very_high_bias,11
kuato,16,0.5625,9,7,mixed,11
westminster,14,0.9285714285714286,13,1,very_high_bias,1
Razben,31,0.6451612903225806,20,11,high_bias,21
--90444--,24,0.7083333333333334,17,7,high_bias,16
KADOOK,15,0.4666666666666667,7,8,mixed,9
pinaveta,124,0.5403225806451613,67,57,mixed,43
jazzman_bcn,19,0.6842105263157895,13,6,high_bias,16
--107559--,12,0.6666666666666666,8,4,high_bias,12
--117747--,89,0.5842696629213483,52,37,mixed,14
xmetralla,16,0.75,12,4,high_bias,14
baytico,51,0.7647058823529411,39,12,high_bias,28
filterman,18,0.8333333333333334,15,3,very_high_bias,11
--117472--,13,1.0,13,0,very_high_bias,3
falvarez,21,0.6666666666666666,14,7,high_bias,16
Loya,171,0.5847953216374269,100,71,mixed,85
laruladelnorte,437,0.7665903890160183,335,102,high_bias,178
Antros,25,0.96,24,1,very_high_bias,24
--118424--,12,0.5833333333333334,7,5,mixed,8
BananaJoe,18,0.8333333333333334,15,3,very_high_bias,16
luismars,19,0.5789473684210527,11,8,mixed,15
Ivanegf1,10,0.8,8,2,high_bias,9
maybe-me,24,0.5833333333333334,14,10,mixed,21
mainzer,29,0.6206896551724138,18,11,high_bias,19
ChukNorris,1191,0.6062132661628883,722,469,high_bias,253
licantropo,16,0.4375,7,9,mixed,14
piratux,204,0.4803921568627451,98,106,mixed,44
Buscador,36,0.75,27,9,high_bias,19
dulaman,197,0.6446700507614214,127,70,high_bias,118
--114760--,13,0.7692307692307693,10,3,high_bias,11
--106503--,16,0.625,10,6,high_bias,11
--118782--,32,0.65625,21,11,high_bias,15
Avengis,44,0.9772727272727273,43,1,very_high_bias,10
--100555--,72,0.6527777777777778,47,25,high_bias,39
obsidiana,10,0.6,6,4,mixed,10
p1p0,15,0.6666666666666666,10,5,high_bias,13
VicenteAlfonso,16,0.5,8,8,mixed,16
pepewasquez,11,0.5454545454545454,6,5,mixed,8
lixus,17,0.6470588235294118,11,6,high_bias,15
albandy,164,0.5670731707317073,93,71,mixed,77
--118695--,25,0.6,15,10,mixed,22
sana,26,0.6153846153846154,16,10,high_bias,7
--100823--,96,0.625,60,36,high_bias,48
Sinforosa,15,0.9333333333333333,14,1,very_high_bias,9
CortoCircuito,46,0.3695652173913043,17,29,low_bias,36
Giova,28,0.39285714285714285,11,17,low_bias,25
chebdani,12,0.8333333333333334,10,2,very_high_bias,11
Edd,36,0.5,18,18,mixed,29
Anya80,10,0.3,3,7,low_bias,7
airamx,36,0.6111111111111112,22,14,high_bias,31
vGeeSiz,48,0.5,24,24,mixed,21
--119362--,17,0.5882352941176471,10,7,mixed,11
--39090--,26,0.6538461538461539,17,9,high_bias,18
Rafa2,25,0.8,20,5,high_bias,17
freebushido,28,0.35714285714285715,10,18,low_bias,19
--118409--,11,0.36363636363636365,4,7,low_bias,9
Johnnie_Gray,23,0.391304347826087,9,14,low_bias,13
electrobardo,13,0.6153846153846154,8,5,high_bias,10
Bavmorda,10,0.6,6,4,mixed,5
DoKToRTuRa,13,0.6153846153846154,8,5,high_bias,12
--16485--,56,0.42857142857142855,24,32,mixed,38
vicentejose,28,0.7142857142857143,20,8,high_bias,23
--119661--,22,0.4090909090909091,9,13,mixed,15
--119756--,111,0.6576576576576577,73,38,high_bias,54
jgrim,50,0.52,26,24,mixed,28
jatul,20,0.55,11,9,mixed,15
rubanetti,19,0.7894736842105263,15,4,high_bias,16
Lightwave,31,0.5161290322580645,16,15,mixed,26
ahora2,13,0.7692307692307693,10,3,high_bias,4
Pamoba,39,0.6410256410256411,25,14,high_bias,28
--119912--,19,0.10526315789473684,2,17,low_bias,9
--119921--,30,0.6,18,12,mixed,27
Escracho,18,0.7777777777777778,14,4,high_bias,13
--120075--,30,0.43333333333333335,13,17,mixed,22
eliatron,36,0.5555555555555556,20,16,mixed,25
Paideia,28,0.42857142857142855,12,16,mixed,26
elbascula,39,0.5128205128205128,20,19,mixed,25
Comandante007,57,0.6666666666666666,38,19,high_bias,46
vettoncharro,11,0.7272727272727273,8,3,high_bias,10
--98342--,16,0.875,14,2,very_high_bias,13
--115699--,11,0.9090909090909091,10,1,very_high_bias,7
Firnas,22,0.45454545454545453,10,12,mixed,16
DarkHomer,41,0.4634146341463415,19,22,mixed,23
--119894--,25,0.68,17,8,high_bias,10
escalibrur,43,0.813953488372093,35,8,very_high_bias,32
ervija,21,0.7619047619047619,16,5,high_bias,12
Santimu,18,0.7777777777777778,14,4,high_bias,15
El-J0KeR,15,0.6666666666666666,10,5,high_bias,8
chorre,78,0.6282051282051282,49,29,high_bias,49
--120554--,24,0.7083333333333334,17,7,high_bias,17
maxmalkav,19,0.6842105263157895,13,6,high_bias,13
--119164--,12,0.6666666666666666,8,4,high_bias,9
Abraxas,48,0.7291666666666666,35,13,high_bias,39
Cocoman,135,0.6222222222222222,84,51,high_bias,86
andertxu,44,0.6136363636363636,27,17,high_bias,34
fpove,756,0.6309523809523809,477,279,high_bias,230
BucaneroElPatapalo,44,0.6590909090909091,29,15,high_bias,32
--118501--,95,0.631578947368421,60,35,high_bias,69
mundakas,42,0.6904761904761905,29,13,high_bias,30
dreierfahrer,1211,0.5912469033856317,716,495,mixed,247
millaguie,27,0.8888888888888888,24,3,very_high_bias,13
Stratsete,13,0.8461538461538461,11,2,very_high_bias,12
--120801--,12,0.8333333333333334,10,2,very_high_bias,10
IP_anonima,11,0.6363636363636364,7,4,high_bias,11
--120527--,319,0.5705329153605015,182,137,mixed,176
--13579--,87,0.5517241379310345,48,39,mixed,43
Shingo,44,0.5909090909090909,26,18,mixed,36
vanchy,96,0.6979166666666666,67,29,high_bias,41
--120326--,25,0.76,19,6,high_bias,21
--120623--,26,0.7307692307692307,19,7,high_bias,16
Marv,17,0.5882352941176471,10,7,mixed,17
--121240--,185,0.9351351351351351,173,12,very_high_bias,24
Truecacuentos,11,0.7272727272727273,8,3,high_bias,8
ChanVader,91,0.5384615384615384,49,42,mixed,50
--105708--,29,0.6896551724137931,20,9,high_bias,13
lestat2009,98,0.5408163265306123,53,45,mixed,56
Antonio77,35,0.5428571428571428,19,16,mixed,24
globaltempo,31,0.6129032258064516,19,12,high_bias,8
--121469--,13,0.46153846153846156,6,7,mixed,12
--121246--,33,0.6060606060606061,20,13,high_bias,27
yosoyyo,76,0.5526315789473685,42,34,mixed,34
nimbusaeta,14,0.7142857142857143,10,4,high_bias,14
rusadir,213,0.6150234741784038,131,82,high_bias,130
mrpaco,122,0.4918032786885246,60,62,mixed,78
--120824--,17,0.7058823529411765,12,5,high_bias,13
Crisal,12,0.4166666666666667,5,7,mixed,10
--119903--,12,0.5833333333333334,7,5,mixed,10
chulonsky,240,0.7083333333333334,170,70,high_bias,121
--77058--,194,0.5257731958762887,102,92,mixed,69
machielo,20,0.75,15,5,high_bias,15
SamCrow,81,0.691358024691358,56,25,high_bias,63
--109163--,63,0.6507936507936508,41,22,high_bias,33
air_maximus,50,0.66,33,17,high_bias,37
beneaththevalley,15,0.6,9,6,mixed,9
Vlar,136,0.75,102,34,high_bias,56
robespain,103,0.6796116504854369,70,33,high_bias,52
Naif,21,0.6666666666666666,14,7,high_bias,5
pawer13,262,0.46946564885496184,123,139,mixed,144
Razhan,96,0.3854166666666667,37,59,low_bias,58
--121912--,44,0.6363636363636364,28,16,high_bias,29
rodbrv,10,0.5,5,5,mixed,10
Cachisen,16,0.6875,11,5,high_bias,14
twinxex,13,0.6153846153846154,8,5,high_bias,11
--118257--,11,1.0,11,0,very_high_bias,5
eskubeltz,16,0.6875,11,5,high_bias,13
romanillos,49,0.5510204081632653,27,22,mixed,41
enterthekako,10,0.4,4,6,low_bias,9
Ludus,14,0.6428571428571429,9,5,high_bias,10
Belu84,193,0.6683937823834197,129,64,high_bias,99
--86917--,63,0.3968253968253968,25,38,low_bias,32
--122466--,1259,0.6791104050833995,855,404,high_bias,263
--114464--,15,0.7333333333333333,11,4,high_bias,12
registrado,12,0.8333333333333334,10,2,very_high_bias,7
Yoghurtu-Nghe,18,0.3888888888888889,7,11,low_bias,12
Chomaca,13,0.7692307692307693,10,3,high_bias,12
--87994--,62,0.6290322580645161,39,23,high_bias,21
vanspree,25,0.72,18,7,high_bias,13
darkreplicant,15,0.4666666666666667,7,8,mixed,14
bonobus,28,0.6785714285714286,19,9,high_bias,26
Haitz84,23,0.6086956521739131,14,9,high_bias,22
--119383--,19,0.5789473684210527,11,8,mixed,15
grelos,271,0.6789667896678967,184,87,high_bias,111
Hatuey,22,0.45454545454545453,10,12,mixed,20
snd,137,0.4744525547445255,65,72,mixed,65
trebede,15,0.8,12,3,high_bias,13
Chendito,26,0.4230769230769231,11,15,mixed,13
Sr_Povondra,54,0.8333333333333334,45,9,very_high_bias,14
Dreammer,12,0.6666666666666666,8,4,high_bias,10
--120950--,16,0.875,14,2,very_high_bias,12
PaulHemikas,17,0.8235294117647058,14,3,very_high_bias,10
Rober_Top,10,0.8,8,2,high_bias,7
molamazo,31,0.6451612903225806,20,11,high_bias,15
--123425--,42,0.8333333333333334,35,7,very_high_bias,22
--39919--,10,0.1,1,9,low_bias,5
kra,24,0.4583333333333333,11,13,mixed,17
Stunflas,69,0.6376811594202898,44,25,high_bias,48
mikepop,10,0.5,5,5,mixed,8
enlaza,76,0.47368421052631576,36,40,mixed,44
maduxi,18,0.9444444444444444,17,1,very_high_bias,4
--123603--,59,0.7627118644067796,45,14,high_bias,39
--114347--,28,0.7142857142857143,20,8,high_bias,13
korroskada,10,0.4,4,6,low_bias,7
carapeo,16,0.6875,11,5,high_bias,12
EseTeo,11,0.45454545454545453,5,6,mixed,7
jiajoe,30,0.7333333333333333,22,8,high_bias,23
--123082--,28,0.5,14,14,mixed,22
sidrin,11,0.6363636363636364,7,4,high_bias,9
--123971--,28,0.8214285714285714,23,5,very_high_bias,17
--88439--,303,0.7029702970297029,213,90,high_bias,100
Jack-Bauer,149,0.6308724832214765,94,55,high_bias,86
--123830--,13,0.46153846153846156,6,7,mixed,10
--119089--,16,0.625,10,6,high_bias,12
formulauno,270,0.5888888888888889,159,111,mixed,127
MasterChof,105,0.6666666666666666,70,35,high_bias,47
--122973--,11,0.5454545454545454,6,5,mixed,6
--124152--,113,0.7079646017699115,80,33,high_bias,74
--124078--,222,0.954954954954955,212,10,very_high_bias,14
Laurent,15,0.8,12,3,high_bias,6
Aernarion,13,0.46153846153846156,6,7,mixed,6
yolotel,27,1.0,27,0,very_high_bias,12
--122023--,44,1.0,44,0,very_high_bias,12
--122738--,66,0.7727272727272727,51,15,high_bias,31
--116240--,22,0.5909090909090909,13,9,mixed,19
mikolapiz66,11,0.5454545454545454,6,5,mixed,9
SrTopete,84,0.6190476190476191,52,32,high_bias,49
valenciaj,13,0.6923076923076923,9,4,high_bias,10
--123562--,24,0.6666666666666666,16,8,high_bias,17
zoroastro,10,0.2,2,8,low_bias,4
treintaitrespor,35,0.6,21,14,mixed,26
maximoarmijo,18,0.5555555555555556,10,8,mixed,13
--121135--,12,0.9166666666666666,11,1,very_high_bias,3
--123023--,14,0.7857142857142857,11,3,high_bias,7
Tintoritto,60,0.5166666666666667,31,29,mixed,29
--123959--,14,0.5,7,7,mixed,13
Apalpador,37,0.4594594594594595,17,20,mixed,16
--124551--,51,0.7058823529411765,36,15,high_bias,27
--123498--,11,0.5454545454545454,6,5,mixed,9
--124707--,22,0.7272727272727273,16,6,high_bias,8
paalge,37,0.5135135135135135,19,18,mixed,19
--119151--,94,0.5106382978723404,48,46,mixed,51
borrego01,24,0.375,9,15,low_bias,16
OmarciusG,22,0.36363636363636365,8,14,low_bias,18
Bowsers,42,0.5476190476190477,23,19,mixed,28
nianoniano,29,0.5862068965517241,17,12,mixed,24
Basteo,50,0.56,28,22,mixed,35
toscanitex,25,0.56,14,11,mixed,24
Bad_Religion,52,0.4230769230769231,22,30,mixed,27
--123455--,26,0.7307692307692307,19,7,high_bias,19
SearchingWally,15,0.5333333333333333,8,7,mixed,11
Adunaphel,89,0.5955056179775281,53,36,mixed,38
gobi,27,0.5555555555555556,15,12,mixed,22
Barquero_,106,0.5754716981132075,61,45,mixed,58
ddomingo,378,0.5978835978835979,226,152,mixed,75
--124566--,10,0.3,3,7,low_bias,8
Torghest,19,0.47368421052631576,9,10,mixed,10
Wamphyri,85,0.6470588235294118,55,30,high_bias,37
yo_claudio,279,0.48028673835125446,134,145,mixed,122
Cidraque,94,0.6382978723404256,60,34,high_bias,65
drjcb,14,0.7142857142857143,10,4,high_bias,12
topace,28,0.7142857142857143,20,8,high_bias,19
Gonzo345,37,0.3783783783783784,14,23,low_bias,31
mencabrona,116,0.5431034482758621,63,53,mixed,70
--125164--,77,0.5194805194805194,40,37,mixed,41
jajaja,34,0.5588235294117647,19,15,mixed,25
--125386--,19,0.5263157894736842,10,9,mixed,10
zxc,49,0.4897959183673469,24,25,mixed,31
--123849--,47,0.7021276595744681,33,14,high_bias,19
Lechon,22,0.6363636363636364,14,8,high_bias,15
Azicuetano,20,0.7,14,6,high_bias,17
koizo,82,0.6097560975609756,50,32,high_bias,56
rasomu,33,0.6060606060606061,20,13,high_bias,26
pedreitor,10,0.6,6,4,mixed,5
akeko,40,0.625,25,15,high_bias,30
--125050--,13,0.6923076923076923,9,4,high_bias,12
Geryon,108,0.8425925925925926,91,17,very_high_bias,49
--125581--,1650,0.5842424242424242,964,686,mixed,332
dionisodoro,15,0.8666666666666667,13,2,very_high_bias,8
Carolina369,90,0.5888888888888889,53,37,mixed,77
--26012--,98,0.5816326530612245,57,41,mixed,59
JoeCricket,25,0.44,11,14,mixed,16
--122238--,22,0.6363636363636364,14,8,high_bias,15
--72686--,17,0.6470588235294118,11,6,high_bias,14
arn01d,66,0.5,33,33,mixed,48
painful,220,0.6454545454545455,142,78,high_bias,93
Canaca,61,0.6065573770491803,37,24,high_bias,49
Roerich,51,0.7254901960784313,37,14,high_bias,35
--122037--,25,0.72,18,7,high_bias,23
Wolfy_1981,43,0.6976744186046512,30,13,high_bias,32
patitodegoma,35,0.6857142857142857,24,11,high_bias,21
vonmises,149,0.7583892617449665,113,36,high_bias,32
raldon,135,0.7185185185185186,97,38,high_bias,62
Quepasapollo,100,0.55,55,45,mixed,28
IanCutris,183,0.6830601092896175,125,58,high_bias,74
CremaCatalana,312,0.6057692307692307,189,123,high_bias,80
Boleteria,39,0.5641025641025641,22,17,mixed,22
ANTONIO22,88,0.4772727272727273,42,46,mixed,33
Ano_Torrojo,113,0.7522123893805309,85,28,high_bias,49
mninm,36,0.4444444444444444,16,20,mixed,29
escuadron,345,0.7188405797101449,248,97,high_bias,70
Drebian,24,0.7083333333333334,17,7,high_bias,10
avalancha971,668,0.6287425149700598,420,248,high_bias,214
Shambhala,141,0.5460992907801419,77,64,mixed,58
Reiver,24,0.8333333333333334,20,4,very_high_bias,12
be_water,58,0.7586206896551724,44,14,high_bias,17
AmenhotepIV,175,0.6571428571428571,115,60,high_bias,76
MiguelDeUnamano,105,0.7428571428571429,78,27,high_bias,31
listillo,260,0.6038461538461538,157,103,high_bias,102
AlexaAmazon,13,0.8461538461538461,11,2,very_high_bias,8
Demloc,69,0.7246376811594203,50,19,high_bias,33
ergocano,49,0.5102040816326531,25,24,mixed,25
nemesisreptante,401,0.6184538653366584,248,153,high_bias,142
Battlestar,494,0.6518218623481782,322,172,high_bias,165
xaneco,16,0.8125,13,3,very_high_bias,7
elTraBa,79,0.4430379746835443,35,44,mixed,21
Ganpalo,30,0.7666666666666667,23,7,high_bias,18
A1234,155,0.5806451612903226,90,65,mixed,99
Niessuh,215,0.6465116279069767,139,76,high_bias,89
omega7767,351,0.6011396011396012,211,140,high_bias,107
Aracem,25,0.28,7,18,low_bias,15
have_a_nice_day,16,0.8125,13,3,very_high_bias,12
Jakeukalane,1430,0.5923076923076923,847,583,mixed,310
whatisthat,16,0.75,12,4,high_bias,6
ninefingers,17,0.4117647058823529,7,10,mixed,9
Frontovik,160,0.74375,119,41,high_bias,78
WarDog77,339,0.6430678466076696,218,121,high_bias,104
Jesusor,101,0.504950495049505,51,50,mixed,26
eldarel,398,0.5552763819095478,221,177,mixed,111
Patxi12,44,0.5454545454545454,24,20,mixed,29
Bley,519,0.5895953757225434,306,213,mixed,225
dick_laurence,77,0.5584415584415584,43,34,mixed,28
JohnnyQuest,223,0.6322869955156951,141,82,high_bias,59
nadal.batle,65,0.5692307692307692,37,28,mixed,43
Frank84,118,0.635593220338983,75,43,high_bias,69
fendet,139,0.6258992805755396,87,52,high_bias,65
Makar,127,0.8661417322834646,110,17,very_high_bias,47
Mariete,30,0.5666666666666667,17,13,mixed,18
nuriabeuve,57,0.5789473684210527,33,24,mixed,28
zenislev_v,135,0.5777777777777777,78,57,mixed,47
ROTKENOK,27,0.5185185185185185,14,13,mixed,20
SERPICA,30,0.7333333333333333,22,8,high_bias,4
aminobreak,25,0.52,13,12,mixed,24
--115084--,10,0.4,4,6,low_bias,5
hangla,22,0.4090909090909091,9,13,mixed,20
ysh_fdez,36,0.4722222222222222,17,19,mixed,26
redjhawk,167,0.6946107784431138,116,51,high_bias,60
zULu,87,0.4367816091954023,38,49,mixed,47
Boymoon,14,0.9285714285714286,13,1,very_high_bias,12
globulina,10,0.5,5,5,mixed,8
--126139--,10,0.5,5,5,mixed,9
outravacanomainzo,165,0.7818181818181819,129,36,high_bias,51
hamijo,32,0.46875,15,17,mixed,17
Noradrex,12,0.4166666666666667,5,7,mixed,8
jomersimson,119,0.6134453781512605,73,46,high_bias,63
--123720--,36,0.6388888888888888,23,13,high_bias,27
RaiderDK,110,0.6636363636363637,73,37,high_bias,95
pandereto,93,0.5483870967741935,51,42,mixed,60
facso,86,0.7209302325581395,62,24,high_bias,44
Cronos27,10,0.8,8,2,high_bias,9
theeps,10,0.7,7,3,high_bias,5
Faider,12,0.3333333333333333,4,8,low_bias,10
--126888--,24,0.625,15,9,high_bias,14
loflipo,22,0.7727272727272727,17,5,high_bias,12
--39364--,10,0.3,3,7,low_bias,7
Dr0gNan,52,0.5961538461538461,31,21,mixed,38
--53960--,18,0.6111111111111112,11,7,high_bias,8
selcycer,17,0.5294117647058824,9,8,mixed,16
fallheim,37,0.7297297297297297,27,10,high_bias,27
Miuler87,11,0.5454545454545454,6,5,mixed,9
Karnaza,382,0.6492146596858639,248,134,high_bias,147
--127036--,176,0.6818181818181818,120,56,high_bias,65
--123923--,48,0.5833333333333334,28,20,mixed,31
tXP,47,0.6808510638297872,32,15,high_bias,36
--126867--,41,0.6829268292682927,28,13,high_bias,6
Sandman,176,0.6477272727272727,114,62,high_bias,99
hyperego,28,0.5714285714285714,16,12,mixed,20
balrugh,23,0.6521739130434783,15,8,high_bias,18
Er_inigo,27,0.7407407407407407,20,7,high_bias,22
Bixio7,96,0.6666666666666666,64,32,high_bias,67
--68623--,38,0.7894736842105263,30,8,high_bias,17
Picatoste_de_ajo,38,0.7368421052631579,28,10,high_bias,33
--89508--,12,0.5833333333333334,7,5,mixed,12
--122715--,10,0.8,8,2,high_bias,9
eleandil,15,0.8666666666666667,13,2,very_high_bias,9
Loe,24,0.375,9,15,low_bias,5
--122515--,59,0.5423728813559322,32,27,mixed,38
takataka,17,0.5294117647058824,9,8,mixed,14
Shotokax,1725,0.6272463768115942,1082,643,high_bias,342
japeal,41,0.6829268292682927,28,13,high_bias,32
--124128--,26,0.6538461538461539,17,9,high_bias,14
--127375--,36,0.5,18,18,mixed,24
Meneacer,38,0.6578947368421053,25,13,high_bias,26
gyllega,20,0.7,14,6,high_bias,14
FranJ91,83,0.5662650602409639,47,36,mixed,62
cmalayo,12,0.5,6,6,mixed,10
e5peranza,13,0.46153846153846156,6,7,mixed,13
nachon,20,0.45,9,11,mixed,18
Asbeel,21,0.6666666666666666,14,7,high_bias,7
--48454--,93,0.5591397849462365,52,41,mixed,65
boirina,44,0.6818181818181818,30,14,high_bias,29
topotamadre,10,0.6,6,4,mixed,9
Raul_B,117,0.7435897435897436,87,30,high_bias,74
Claustronegro,99,0.7070707070707071,70,29,high_bias,67
georgeonil,30,0.43333333333333335,13,17,mixed,23
--119823--,24,0.75,18,6,high_bias,19
aqeloutro,117,0.5897435897435898,69,48,mixed,81
--74648--,346,0.6213872832369942,215,131,high_bias,160
Guzzo,11,0.45454545454545453,5,6,mixed,9
makie,10,0.9,9,1,very_high_bias,9
frixuelu,30,0.6,18,12,mixed,24
corin,18,0.5555555555555556,10,8,mixed,15
Limonete,15,0.4,6,9,low_bias,10
--52984--,10,0.8,8,2,high_bias,10
--100517--,13,0.8461538461538461,11,2,very_high_bias,3
aundon,13,0.7692307692307693,10,3,high_bias,9
--127714--,694,0.6195965417867435,430,264,high_bias,227
mefistófeles,774,0.6834625322997416,529,245,high_bias,266
gambolputty,17,0.47058823529411764,8,9,mixed,13
amiquemeregistren,13,0.5384615384615384,7,6,mixed,12
craigvalen,24,0.75,18,6,high_bias,20
momentoflector,77,0.6883116883116883,53,24,high_bias,45
carcharodon,15,0.6,9,6,mixed,9
Leugim_Zeas,21,0.6190476190476191,13,8,high_bias,14
obniworldagainagain,16,0.0,0,16,low_bias,1
LU15M4,26,0.4230769230769231,11,15,mixed,22
suko19,12,0.5833333333333334,7,5,mixed,12
itxi,40,0.7,28,12,high_bias,33
--118421--,25,0.76,19,6,high_bias,7
werisnei,19,0.6842105263157895,13,6,high_bias,15
alberdejaca,10,0.8,8,2,high_bias,10
carlz111,15,0.8,12,3,high_bias,10
daphoene,281,0.6654804270462633,187,94,high_bias,84
De_letras,10,1.0,10,0,very_high_bias,5
MrAmeba,273,0.5787545787545788,158,115,mixed,122
mahleriano,58,0.5689655172413793,33,25,mixed,17
ChingPangZe,90,0.5888888888888889,53,37,mixed,60
legan,10,0.4,4,6,low_bias,4
rojoyverde,27,0.5925925925925926,16,11,mixed,17
RamonMercader,342,0.5292397660818714,181,161,mixed,145
--50929--,557,0.6265709156193896,349,208,high_bias,273
HazteFuncionario,25,0.52,13,12,mixed,17
Carnedegato,106,0.5283018867924528,56,50,mixed,58
ProSpainSoft,48,0.6875,33,15,high_bias,38
SouLFury,31,0.5806451612903226,18,13,mixed,26
--115312--,88,0.6818181818181818,60,28,high_bias,48
--128788--,38,0.4473684210526316,17,21,mixed,24
Alenjendro,10,0.7,7,3,high_bias,10
pasteur,16,0.5625,9,7,mixed,10
terol,13,0.3076923076923077,4,9,low_bias,9
ZuL,35,0.6571428571428571,23,12,high_bias,33
arkaron,14,0.6428571428571429,9,5,high_bias,13
--125462--,19,0.5263157894736842,10,9,mixed,17
--128526--,20,0.6,12,8,mixed,11
fernandoenzo,32,0.71875,23,9,high_bias,24
cyttorak,56,0.6071428571428571,34,22,high_bias,34
Reversa,41,0.5365853658536586,22,19,mixed,16
Raichu,26,0.7307692307692307,19,7,high_bias,18
Aunios,49,0.5102040816326531,25,24,mixed,40
kosako,162,0.6419753086419753,104,58,high_bias,71
AlexxxRencor,14,0.7857142857142857,11,3,high_bias,9
--129539--,18,0.7222222222222222,13,5,high_bias,17
Armagnac,28,0.5,14,14,mixed,24
b4nd0ler0,13,0.6923076923076923,9,4,high_bias,12
batouage,43,0.5116279069767442,22,21,mixed,35
NNF4E,39,0.7948717948717948,31,8,high_bias,11
gcarrilero,50,0.64,32,18,high_bias,37
mondeitor,15,0.8666666666666667,13,2,very_high_bias,11
--127917--,29,0.8275862068965517,24,5,very_high_bias,22
lindeloff,52,0.7115384615384616,37,15,high_bias,37
--128477--,12,0.6666666666666666,8,4,high_bias,6
--87193--,62,0.7096774193548387,44,18,high_bias,30
